graph_name,vertices,edges,edge_density,degree_variance,clustering_coefficient,k,bronKerbosch_time,bronKerbosch_max_found,bronKerbosch_success,branch_and_bound_time,branch_and_bound_max_found,branch_and_bound_success,genetic_alg_time,genetic_alg_max_found,genetic_alg_success,simulated_annealing_time,simulated_annealing_max_found,simulated_annealing_success
v60/0,60,103,0.05819209039548023,3.778888888888889,0.0,2,0.00012493133544921875,2,1.0,0.000782012939453125,2,1.0,0.019640398025512696,2,1.0,2.5486946105957033e-05,2,1.0
v60/1,60,362,0.20451977401129945,7.528888888888889,0.00771478667445938,5,0.000522613525390625,5,1.0,0.0015039443969726562,5,1.0,0.16490528583526612,5,1.0,0.09408609867095948,5,1.0
v60/2,60,1136,0.6418079096045197,13.882222222222214,0.26388077147866745,11,0.024910688400268555,11,1.0,0.02779388427734375,11,1.0,0.2740177154541016,11,1.0,1.274557638168335,11,1.0
v60/3,60,1028,0.5807909604519774,15.328888888888892,0.1967270601987142,9,0.012241125106811523,9,1.0,0.02585291862487793,9,1.0,0.2125680685043335,9,1.0,0.2906371593475342,9,1.0
v60/4,60,1249,0.7056497175141243,13.532222222222227,0.35137346580946816,13,0.05360221862792969,13,1.0,0.0538029670715332,13,1.0,0.2210245370864868,13,1.0,0.21552698612213134,13,1.0
v60/5,60,1028,0.5807909604519774,13.062222222222223,0.19532437171244885,9,0.013124942779541016,9,1.0,0.025892019271850586,9,1.0,0.23509783744812013,9,1.0,0.3640490770339966,9,1.0
v60/6,60,855,0.4830508474576271,12.516666666666667,0.11160140268848627,8,0.0050640106201171875,8,1.0,0.009152889251708984,8,1.0,0.25000338554382323,8,1.0,0.7706568479537964,8,1.0
v60/7,60,606,0.3423728813559322,13.69333333333334,0.040473407364114554,6,0.0015218257904052734,6,1.0,0.004161834716796875,6,1.0,0.1688145160675049,6,1.0,0.08331634998321533,6,1.0
v60/8,60,1304,0.7367231638418079,10.115555555555547,0.3981297486849795,13,0.08857512474060059,13,1.0,0.0882408618927002,13,1.0,0.3150041103363037,13,1.0,1.3498580694198608,13,1.0
v60/9,60,414,0.23389830508474577,11.593333333333332,0.012945645821157217,5,0.0007259845733642578,5,1.0,0.0024061203002929688,5,1.0,0.19302124977111818,5,1.0,0.09916636943817139,5,1.0
v60/10,60,168,0.09491525423728814,5.4733333333333345,0.0007305669199298656,3,0.00019693374633789062,3,1.0,0.0009317398071289062,3,1.0,0.09436342716217042,3,1.0,0.0012571334838867188,3,1.0
v60/11,60,116,0.0655367231638418,3.7488888888888883,0.00043834015195791935,3,0.00014710426330566406,3,1.0,0.0005879402160644531,3,1.0,0.09791905879974365,3,1.0,0.00282440185546875,3,1.0
v60/12,60,302,0.17062146892655367,11.06222222222222,0.005406195207481005,4,0.0004057884216308594,4,1.0,0.0013003349304199219,4,1.0,0.13007879257202148,4,1.0,0.011977839469909667,4,1.0
v60/13,60,1016,0.5740112994350283,16.415555555555553,0.18942139099941555,9,0.012121915817260742,9,1.0,0.024233341217041016,9,1.0,0.21568660736083983,9,1.0,0.2086118698120117,9,1.0
v60/14,60,80,0.04519774011299435,3.8222222222222237,2.9222676797194625e-05,3,0.00010919570922851562,3,1.0,0.0004849433898925781,3,1.0,0.17258400917053224,3,1.0,0.02535884380340576,3,1.0
v60/15,60,511,0.2887005649717514,15.798888888888886,0.02510227936879018,6,0.0010890960693359375,6,1.0,0.002766847610473633,6,1.0,0.18261892795562745,6,1.0,0.09384386539459229,6,1.0
v60/16,60,93,0.05254237288135593,4.056666666666668,0.00020455873758036235,3,0.00012493133544921875,3,1.0,0.0003781318664550781,3,1.0,0.1263420820236206,3,1.0,0.007001471519470215,3,1.0
v60/17,60,1399,0.7903954802259887,9.565555555555557,0.49257744009351256,15,0.19392800331115723,15,1.0,0.16032099723815918,15,1.0,0.3103354454040527,15,1.0,1.0174659490585327,15,1.0
v60/18,60,1189,0.6717514124293785,12.665555555555555,0.30242548217416715,11,0.037416934967041016,11,1.0,0.04720807075500488,11,1.0,0.2387922525405884,11,1.0,0.23734562397003173,11,1.0
v60/19,60,46,0.02598870056497175,2.282222222222223,2.9222676797194625e-05,3,7.796287536621094e-05,3,1.0,0.00026607513427734375,3,1.0,0.16354715824127197,3,1.0,0.028528428077697753,3,1.0
v60/20,60,1227,0.6932203389830508,10.556666666666668,0.33214494447691406,12,0.047128915786743164,12,1.0,0.051689863204956055,12,1.0,0.25023627281188965,12,1.0,0.4724899768829346,12,1.0
v60/21,60,651,0.3677966101694915,12.010000000000002,0.048129748684979545,6,0.0018398761749267578,6,1.0,0.005594015121459961,6,1.0,0.22125954627990724,6,1.0,0.2172144889831543,6,1.0
v60/22,60,664,0.3751412429378531,14.148888888888884,0.05225014611338399,7,0.002089977264404297,7,1.0,0.004240274429321289,7,1.0,0.21962080001831055,7,1.0,0.6461933612823486,7,1.0
v60/23,60,1258,0.7107344632768362,10.928888888888888,0.3573056691992987,12,0.06168079376220703,12,1.0,0.06051278114318848,12,1.0,0.21736650466918944,12,1.0,0.2520397424697876,12,1.0
v60/24,60,1126,0.6361581920903955,11.682222222222226,0.2547925189947399,10,0.025404930114746094,10,1.0,0.0368199348449707,10,1.0,0.29722864627838136,10,1.0,1.1905067205429076,10,1.0
v60/25,60,1417,0.8005649717514124,8.345555555555556,0.5113676212741087,16,0.239959716796875,16,1.0,0.1199960708618164,16,1.0,0.3342618703842163,16,1.0,1.4315804958343505,16,1.0
v60/26,60,833,0.47062146892655365,14.878888888888895,0.10400350672121567,8,0.0043752193450927734,8,1.0,0.008331060409545898,8,1.0,0.22797305583953859,8,1.0,0.3112658977508545,8,1.0
v60/27,60,347,0.196045197740113,6.812222222222224,0.006954997077732321,4,0.0005197525024414062,4,1.0,0.0020248889923095703,4,1.0,0.12387609481811523,4,1.0,0.012682461738586425,4,1.0
v60/28,60,746,0.4214689265536723,18.882222222222218,0.07600818234950321,7,0.0030088424682617188,7,1.0,0.0068950653076171875,7,1.0,0.20831749439239503,7,1.0,0.15608325004577636,7,1.0
v60/29,60,896,0.5062146892655367,14.88222222222222,0.12869666861484513,8,0.006087064743041992,8,1.0,0.011940717697143555,8,1.0,0.2335249662399292,8,1.0,0.5333930730819703,8,1.0
v60/30,60,13,0.007344632768361582,1.3122222222222222,0.0,2,4.792213439941406e-05,2,1.0,0.00013899803161621094,2,1.0,0.07870519161224365,2,1.0,0.0001959562301635742,2,1.0
v60/31,60,1296,0.7322033898305085,18.15999999999999,0.39590882524839277,14,0.07961916923522949,14,1.0,0.06420397758483887,14,1.0,0.27432880401611326,14,1.0,0.6161782026290894,14,1.0
v60/32,60,454,0.25649717514124293,14.18222222222222,0.017182933956750437,5,0.0008699893951416016,5,1.0,0.002410888671875,5,1.0,0.15759449005126952,5,1.0,0.028348255157470702,5,1.0
v60/33,60,1152,0.6508474576271186,12.506666666666673,0.27486849795441265,11,0.02904796600341797,11,1.0,0.03849506378173828,11,1.0,0.26182448863983154,11,1.0,1.271125078201294,11,1.0
v60/34,60,1040,0.5875706214689266,13.755555555555562,0.20090590298071304,9,0.014801979064941406,9,1.0,0.02343010902404785,9,1.0,0.23246943950653076,9,1.0,0.2658672571182251,9,1.0
v60/35,60,1328,0.7502824858757062,14.595555555555547,0.4236703682057276,15,0.10613393783569336,15,1.0,0.062310218811035156,15,1.0,0.290247368812561,15,1.0,1.1842908143997193,15,1.0
v60/36,60,392,0.2214689265536723,13.595555555555546,0.01125073056691993,5,0.0007009506225585938,5,1.0,0.0019257068634033203,5,1.0,0.22012717723846437,5,1.0,0.26860413551330564,5,1.0
v60/37,60,727,0.41073446327683616,12.778888888888895,0.0679135008766803,7,0.00273895263671875,7,1.0,0.005945920944213867,7,1.0,0.2404623031616211,7,1.0,0.5519270896911621,7,1.0
v60/38,60,1287,0.7271186440677966,13.356666666666671,0.3853302162478083,14,0.07268190383911133,14,1.0,0.034255027770996094,14,1.0,0.30098533630371094,14,1.0,1.484200406074524,14,1.0
v60/39,60,175,0.09887005649717515,6.905555555555557,0.0012565751022793688,3,0.000225067138671875,3,1.0,0.0010330677032470703,3,1.0,0.07366116046905517,3,1.0,0.0008152961730957031,3,1.0
v60/40,60,576,0.3254237288135593,13.193333333333337,0.035388661601402686,6,0.0014929771423339844,6,1.0,0.0037109851837158203,6,1.0,0.18806812763214112,6,1.0,0.07268931865692138,6,1.0
v60/41,60,620,0.3502824858757062,14.388888888888886,0.043980128579777907,6,0.0018079280853271484,6,1.0,0.004775047302246094,6,1.0,0.19700472354888915,6,1.0,0.1356755256652832,6,1.0
v60/42,60,1036,0.5853107344632769,11.382222222222223,0.19862653419053186,9,0.01486515998840332,9,1.0,0.02487492561340332,9,1.0,0.25890657901763914,9,1.0,0.9395493507385254,9,1.0
v60/43,60,247,0.13954802259887006,8.045555555555556,0.0026008182349503213,4,0.0003178119659423828,4,1.0,0.0011429786682128906,4,1.0,0.1489086389541626,4,1.0,0.028361797332763672,4,1.0
v60/44,60,824,0.4655367231638418,12.982222222222223,0.10099357101110462,7,0.004637956619262695,7,1.0,0.010949134826660156,7,1.0,0.15298035144805908,7,1.0,0.052049660682678224,7,1.0
v60/45,60,489,0.27627118644067794,12.809999999999999,0.021127995324371714,5,0.0010139942169189453,5,1.0,0.003718852996826172,5,1.0,0.13971688747406005,5,1.0,0.02137143611907959,5,1.0
v60/46,60,1739,0.9824858757062147,2.098888888888886,0.9484511981297487,43,0.04552793502807617,43,1.0,0.14810395240783691,43,1.0,0.10362496376037597,43,1.0,0.013700151443481445,43,1.0
v60/47,60,637,0.35988700564971754,14.94555555555556,0.04582115721800117,6,0.0018491744995117188,6,1.0,0.005388975143432617,6,1.0,0.22279603481292726,6,1.0,0.3765503168106079,6,1.0
v60/48,60,743,0.41977401129943503,17.845555555555563,0.07483927527761543,7,0.0030717849731445312,7,1.0,0.006700038909912109,7,1.0,0.17437357902526857,7,1.0,0.16137056350708007,7,1.0
v60/49,60,1696,0.9581920903954803,3.382222222222223,0.8796902396259497,32,2.9949700832366943,32,1.0,0.08209109306335449,32,1.0,0.24322924613952637,32,1.0,0.08323638439178467,32,1.0
v60/50,60,855,0.4830508474576271,10.75,0.11054938632378726,7,0.005307912826538086,7,1.0,0.012169837951660156,7,1.0,0.1647284984588623,7,1.0,0.08227581977844238,7,1.0
v60/51,60,1502,0.848587570621469,11.295555555555548,0.6129456458211572,20,0.5253798961639404,20,1.0,0.14093422889709473,20,1.0,0.33530211448669434,20,0.9,2.4997982501983644,20,1.0
v60/52,60,1501,0.8480225988700565,5.998888888888893,0.6080362361192285,19,0.6125268936157227,19,1.0,0.16880321502685547,19,1.0,0.2961324691772461,19,1.0,0.603240966796875,19,1.0
v60/53,60,310,0.1751412429378531,8.85555555555555,0.005406195207481005,4,0.000431060791015625,4,1.0,0.0017311573028564453,4,1.0,0.1404792308807373,4,1.0,0.015546369552612304,4,1.0
v60/54,60,1064,0.6011299435028249,17.94888888888889,0.21867329047340736,9,0.017189741134643555,9,1.0,0.036698102951049805,9,1.0,0.16672172546386718,9,1.0,0.06280431747436524,9,1.0
v60/55,60,1290,0.7288135593220338,13.1,0.38778492109877266,14,0.07756423950195312,14,1.0,0.047389984130859375,14,1.0,0.24689147472381592,14,1.0,0.2885821104049683,14,1.0
v60/56,60,1487,0.8401129943502825,8.012222222222219,0.592197545295149,18,0.4997379779815674,18,1.0,0.17503714561462402,18,1.0,0.37789342403411863,18,0.9,2.8021365880966185,18,1.0
v60/57,60,900,0.5084745762711864,12.333333333333334,0.1297779076563413,8,0.006541728973388672,8,1.0,0.014657974243164062,8,1.0,0.251618480682373,8,1.0,0.5196067571640015,8,1.0
v60/58,60,1731,0.9779661016949153,2.6766666666666636,0.9357101110461719,43,0.037548065185546875,43,1.0,0.030170917510986328,43,1.0,0.16102399826049804,43,1.0,0.039860987663269044,43,1.0
v60/59,60,722,0.40790960451977404,16.562222222222218,0.06759205143191116,6,0.0027153491973876953,6,1.0,0.008562088012695312,6,1.0,0.13537318706512452,6,1.0,0.015290236473083496,6,1.0
v60/60,60,1285,0.7259887005649718,13.638888888888882,0.3839859731151373,14,0.06542420387268066,14,1.0,0.05723381042480469,14,1.0,0.266936206817627,14,1.0,0.7963927030563355,14,1.0
v60/61,60,1341,0.7576271186440678,10.543333333333322,0.4341320864991233,15,0.1133430004119873,15,1.0,0.05499005317687988,15,1.0,0.35010828971862795,15,1.0,1.8157514810562134,15,1.0
v60/62,60,807,0.4559322033898305,14.889999999999999,0.09421390999415546,7,0.003997325897216797,7,1.0,0.009593963623046875,7,1.0,0.1601963996887207,7,1.0,0.10262420177459716,7,1.0
v60/63,60,206,0.11638418079096045,6.715555555555557,0.0016364699006428988,4,0.0002579689025878906,4,1.0,0.0007328987121582031,4,1.0,0.19366919994354248,4,1.0,0.10055110454559327,4,1.0
v60/64,60,415,0.2344632768361582,12.63888888888889,0.014143775569842197,5,0.0007929801940917969,5,1.0,0.0020532608032226562,5,1.0,0.18323323726654053,5,1.0,0.030603408813476562,5,1.0
v60/65,60,652,0.36836158192090396,10.662222222222217,0.048305084745762714,6,0.0019979476928710938,6,1.0,0.004761934280395508,6,1.0,0.17107515335083007,6,1.0,0.09253392219543458,6,1.0
v60/66,60,833,0.47062146892655365,12.545555555555564,0.10298071303331385,7,0.004731893539428711,7,1.0,0.011205911636352539,7,1.0,0.17843420505523683,7,1.0,0.1442622184753418,7,1.0
v60/67,60,563,0.31807909604519774,13.31222222222223,0.03270017533606078,5,0.0013988018035888672,5,1.0,0.004794120788574219,5,1.0,0.11494581699371338,5,1.0,0.008933162689208985,5,1.0
v60/68,60,652,0.36836158192090396,13.095555555555555,0.048918760958503796,7,0.0019419193267822266,7,1.0,0.0033731460571289062,7,1.0,0.22002933025360108,7,1.0,0.5565113067626953,7,1.0
v60/69,60,211,0.1192090395480226,7.065555555555563,0.001782583284628872,4,0.00026679039001464844,4,1.0,0.0008990764617919922,4,1.0,0.15769696235656738,4,1.0,0.03662896156311035,4,1.0
v60/70,60,294,0.16610169491525423,7.493333333333334,0.004441846873173583,4,0.00040602684020996094,4,1.0,0.001811981201171875,4,1.0,0.14547228813171387,4,1.0,0.02285604476928711,4,1.0
v60/71,60,1169,0.6604519774011299,13.03222222222222,0.2875803623611923,10,0.03274393081665039,10,1.0,0.06441497802734375,10,1.0,0.20695087909698487,10,1.0,0.21493465900421144,10,1.0
v60/72,60,971,0.5485875706214689,10.43222222222223,0.16233196960841614,8,0.009991884231567383,8,1.0,0.016591787338256836,8,1.0,0.21954524517059326,8,1.0,0.774292278289795,8,1.0
v60/73,60,1160,0.655367231638418,14.022222222222224,0.28112215078901226,11,0.03063488006591797,11,1.0,0.031903982162475586,11,1.0,0.26883459091186523,11,1.0,0.7978617668151855,11,1.0
v60/74,60,62,0.03502824858757062,2.5622222222222217,5.844535359438925e-05,3,9.417533874511719e-05,3,1.0,0.00028395652770996094,3,1.0,0.14621753692626954,3,1.0,0.014434742927551269,3,1.0
v60/75,60,1115,0.6299435028248588,17.372222222222227,0.2514319111630625,10,0.024364709854125977,10,1.0,0.02847576141357422,10,1.0,0.22336721420288086,10,1.0,0.23339242935180665,10,1.0
v60/76,60,890,0.5028248587570622,14.255555555555558,0.12583284628872005,8,0.006343841552734375,8,1.0,0.011138916015625,8,1.0,0.2456080675125122,8,1.0,0.4555718183517456,8,1.0
v60/77,60,1682,0.9502824858757062,3.195555555555548,0.857656341320865,30,4.497241973876953,30,1.0,0.2508242130279541,30,1.0,0.3283505916595459,30,1.0,0.7344876289367676,30,1.0
v60/78,60,308,0.17401129943502824,12.76222222222222,0.0059906487434248975,5,0.00042629241943359375,5,1.0,0.0006701946258544922,5,1.0,0.20524964332580567,5,1.0,0.1453634023666382,5,1.0
v60/79,60,591,0.3338983050847458,10.143333333333336,0.03544710695499708,5,0.0015339851379394531,5,1.0,0.0046651363372802734,5,1.0,0.12183611392974854,5,1.0,0.014737272262573242,5,1.0
v60/80,60,1452,0.8203389830508474,9.240000000000007,0.5516364699006429,17,0.32665181159973145,17,1.0,0.09743189811706543,17,1.0,0.2678030252456665,17,1.0,0.6794262647628784,17,1.0
v60/81,60,1227,0.6932203389830508,13.256666666666668,0.3327001753360608,13,0.04557394981384277,13,1.0,0.03521084785461426,13,1.0,0.25618715286254884,13,1.0,1.1662976741790771,13,1.0
v60/82,60,319,0.18022598870056497,10.298888888888888,0.006224430157802455,5,0.0004551410675048828,5,1.0,0.0014340877532958984,5,1.0,0.1902003765106201,5,1.0,0.131034779548645,5,1.0
v60/83,60,327,0.1847457627118644,9.823333333333329,0.0062828755113968435,5,0.00047898292541503906,5,1.0,0.0010590553283691406,5,1.0,0.20779306888580323,5,1.0,0.11255688667297363,5,1.0
v60/84,60,320,0.1807909604519774,12.688888888888892,0.006604324956165985,4,0.0004680156707763672,4,1.0,0.0021779537200927734,4,1.0,0.10620059967041015,4,1.0,0.0062449932098388675,4,1.0
v60/85,60,1711,0.9666666666666667,2.9655555555555577,0.9033606078316774,37,0.8825857639312744,37,1.0,0.03430795669555664,37,1.0,0.24834842681884767,37,1.0,0.12897069454193116,37,1.0
v60/86,60,163,0.09209039548022599,6.178888888888889,0.0008182349503214494,3,0.00020194053649902344,3,1.0,0.0008912086486816406,3,1.0,0.0813896894454956,3,1.0,0.003652644157409668,3,1.0
v60/87,60,416,0.23502824858757063,9.815555555555544,0.012478082992402105,5,0.0007622241973876953,5,1.0,0.0014410018920898438,5,1.0,0.22890281677246094,5,1.0,0.37251958847045896,5,1.0
v60/88,60,1574,0.8892655367231639,6.415555555555546,0.7032437171244886,22,1.0655560493469238,22,1.0,0.6823420524597168,22,1.0,0.25569536685943606,22,1.0,0.13198728561401368,22,1.0
v60/89,60,74,0.04180790960451977,3.0155555555555558,0.0,2,0.00010395050048828125,2,1.0,0.0005650520324707031,2,1.0,0.019545578956604005,2,1.0,5.8746337890625e-05,2,1.0
v60/90,60,1355,0.7655367231638418,11.872222222222225,0.44912331969608416,16,0.11320710182189941,16,1.0,0.04844331741333008,16,1.0,0.3418944597244263,16,1.0,1.7999664545059204,16,1.0
v60/91,60,1122,0.6338983050847458,12.540000000000004,0.2520455873758036,11,0.023324966430664062,11,1.0,0.024152755737304688,11,1.0,0.2856769561767578,11,1.0,1.074907088279724,11,1.0
v60/92,60,450,0.2542372881355932,7.8,0.015721800116890707,5,0.0009038448333740234,5,1.0,0.0028412342071533203,5,1.0,0.18719725608825682,5,1.0,0.05009055137634277,5,1.0
v60/93,60,960,0.5423728813559322,12.9,0.15753945061367622,9,0.009009838104248047,9,1.0,0.014354944229125977,9,1.0,0.23637628555297852,9,1.0,0.8999864816665649,9,1.0
v60/94,60,73,0.04124293785310734,3.0455555555555573,0.0,2,0.0001049041748046875,2,1.0,0.0007579326629638672,2,1.0,0.02057459354400635,2,1.0,3.85284423828125e-05,2,1.0
v60/95,60,1466,0.8282485875706215,9.815555555555553,0.5683810637054354,18,0.40176892280578613,18,1.0,0.202484130859375,18,1.0,0.3504917144775391,18,1.0,1.135030698776245,18,1.0
v60/96,60,1251,0.7067796610169491,11.043333333333319,0.35143191116306255,12,0.05592012405395508,12,1.0,0.07941126823425293,12,1.0,0.29744839668273926,12,1.0,1.0935100317001343,12,1.0
v60/97,60,269,0.1519774011299435,6.698888888888892,0.00309760374050263,4,0.0003647804260253906,4,1.0,0.0013790130615234375,4,1.0,0.21118955612182616,4,1.0,0.11537699699401856,4,1.0
