graph_name,vertices,edges,edge_density,degree_variance,clustering_coefficient,k,bronKerbosch_time,bronKerbosch_max_found,bronKerbosch_success,branch_and_bound_time,branch_and_bound_max_found,branch_and_bound_success,genetic_alg_time,genetic_alg_max_found,genetic_alg_success,simulated_annealing_time,simulated_annealing_max_found,simulated_annealing_success
v60/79,60,1158,0.6542372881355932,14.273333333333335,0.2805376972530684,11,0.029618024826049805,11,1.0,0.03770613670349121,11,1.0,0.23345556259155273,11,1.0,0.3046816110610962,11,1.0
v60/80,60,620,0.3502824858757062,12.755555555555553,0.04304500292226768,6,0.0017919540405273438,6,1.0,0.00463414192199707,6,1.0,0.20592179298400878,6,1.0,0.21368732452392578,6,1.0
v60/81,60,1769,0.9994350282485875,1.032222222222217,0.9983050847457627,59,0.0009090900421142578,59,1.0,0.052039146423339844,59,1.0,0.023175597190856934,59,1.0,3.0994415283203126e-07,59,1.0
v60/82,60,1765,0.9971751412429378,1.1388888888888848,0.9915254237288136,55,0.0009667873382568359,55,1.0,0.04768514633178711,55,1.0,0.02357630729675293,55,1.0,0.003716254234313965,55,1.0
v60/83,60,1307,0.7384180790960452,12.212222222222213,0.4028930450029223,13,0.0907430648803711,13,1.0,0.11834001541137695,13,1.0,0.22629406452178955,13,1.0,0.14436566829681396,13,1.0
v60/84,60,1627,0.9192090395480226,5.812222222222221,0.7772647574517826,26,1.4095590114593506,26,1.0,1.1133759021759033,26,1.0,0.19358131885528565,26,1.0,0.0908090591430664,26,1.0
v60/85,60,596,0.3367231638418079,15.882222222222218,0.03822326125073057,6,0.0015912055969238281,6,1.0,0.004367828369140625,6,1.0,0.18806252479553223,6,1.0,0.07709727287292481,6,1.0
v60/86,60,1352,0.7638418079096045,9.528888888888877,0.44374634716540035,14,0.13088107109069824,14,1.0,0.12933087348937988,14,1.0,0.31109864711761476,14,1.0,1.6961525440216065,14,1.0
v60/87,60,297,0.16779661016949152,8.656666666666666,0.004880187025131502,4,0.0004200935363769531,4,1.0,0.0013718605041503906,4,1.0,0.1253483772277832,4,1.0,0.012825584411621094,4,1.0
v60/88,60,1190,0.672316384180791,15.422222222222224,0.30455873758036234,12,0.03778409957885742,12,1.0,0.04065418243408203,12,1.0,0.33236055374145507,12,1.0,2.8345990657806395,12,0.9
v60/89,60,1664,0.9401129943502825,3.4155555555555477,0.8301578024547048,28,3.1532340049743652,28,1.0,0.19377422332763672,28,1.0,0.32998297214508054,28,1.0,1.1905120849609374,28,1.0
v60/90,60,652,0.36836158192090396,12.76222222222222,0.049532437171244885,7,0.0019578933715820312,7,1.0,0.0037817955017089844,7,1.0,0.22844128608703612,7,1.0,0.4971466064453125,7,1.0
v60/91,60,1770,1.0,1.0,1.0,60,0.0008618831634521484,60,1.0,0.05208182334899902,60,1.0,0.02305128574371338,60,1.0,1.9073486328125e-07,60,1.0
v60/92,60,1754,0.9909604519774011,1.6155555555555519,0.9732028053769726,50,0.0021791458129882812,50,1.0,0.0515751838684082,50,1.0,0.09613637924194336,50,1.0,0.006129646301269531,50,1.0
v60/93,60,1262,0.7129943502824859,10.02888888888888,0.36116306253652836,13,0.05944013595581055,13,1.0,0.05364489555358887,13,1.0,0.3092112302780151,13,1.0,1.0615952491760254,13,1.0
v60/94,60,1397,0.7892655367231638,10.14555555555555,0.49091174751607247,15,0.19066524505615234,15,1.0,0.13021230697631836,15,1.0,0.22549169063568114,15,1.0,0.3002032995223999,15,1.0
v60/95,60,1362,0.7694915254237288,11.306666666666672,0.45502630040911746,14,0.14243197441101074,14,1.0,0.11590909957885742,14,1.0,0.2399277687072754,14,1.0,0.27474048137664797,14,1.0
v60/96,60,1028,0.5807909604519774,14.76222222222222,0.19608416130917591,9,0.014041900634765625,9,1.0,0.02241992950439453,9,1.0,0.22380428314208983,9,1.0,0.3630044937133789,9,1.0
v60/97,60,1758,0.9932203389830508,1.5733333333333293,0.9799532437171244,54,0.0011801719665527344,54,1.0,0.042389631271362305,54,1.0,0.10292639732360839,54,1.0,0.0034403324127197264,54,1.0
v60/98,60,800,0.4519774011299435,16.62222222222222,0.09234365867913501,7,0.0038771629333496094,7,1.0,0.009799003601074219,7,1.0,0.16938345432281493,7,1.0,0.09057471752166749,7,1.0
v60/99,60,1677,0.9474576271186441,3.3900000000000032,0.8499707773232028,28,5.4144909381866455,28,1.0,0.20215296745300293,28,1.0,0.18708913326263427,28,1.0,0.04385421276092529,28,1.0
